country_name,date,daily_cases,pct_of_peak
Philippines,2021-02-20,4492,6.73
Philippines,2021-02-21,3572,5.35
Philippines,2021-02-22,8267,12.39
Philippines,2021-02-23,6794,10.18
Philippines,2021-02-24,6701,10.04
Philippines,2021-02-25,5904,8.85
Philippines,2021-02-26,8385,12.56
Philippines,2021-02-27,5939,8.9
Philippines,2021-02-28,4416,6.62
Philippines,2021-03-01,9400,14.08
Philippines,2021-03-02,8562,12.83
Philippines,2021-03-03,8383,12.56
Philippines,2021-03-04,10463,15.68
Philippines,2021-03-05,15128,22.67
Philippines,2021-03-06,11235,16.83
Philippines,2021-03-07,8581,12.86
Philippines,2021-03-08,18324,27.45
Philippines,2021-03-09,12004,17.98
Philippines,2021-03-10,13414,20.1
Philippines,2021-03-11,14811,22.19
Philippines,2021-03-12,17185,25.75
Philippines,2021-03-13,14063,21.07
Philippines,2021-03-14,10264,15.38
Philippines,2021-03-15,22740,34.07
Philippines,2021-03-16,20672,30.97
Philippines,2021-03-17,22678,33.98
Philippines,2021-03-18,22824,34.2
Philippines,2021-03-19,24890,37.29
Philippines,2021-03-20,19300,28.92
Philippines,2021-03-21,13310,19.94
Philippines,2021-03-22,31292,46.88
Philippines,2021-03-23,27646,41.42
Philippines,2021-03-24,28840,43.21
Philippines,2021-03-25,31726,47.53
Philippines,2021-03-27,25312,37.92
Philippines,2021-03-28,18448,27.64
Philippines,2021-04-01,23579,35.33
Philippines,2021-04-02,23384,35.03
Philippines,2021-04-03,26109,39.12
Philippines,2021-04-04,19454,29.15
Philippines,2021-04-09,32642,48.9
Philippines,2021-04-10,26628,39.89
Philippines,2021-04-11,18530,27.76
Philippines,2021-04-14,31398,47.04
Philippines,2021-04-15,31476,47.16
Philippines,2021-04-16,32631,48.89
Philippines,2021-04-17,21485,32.19
Philippines,2021-04-18,15635,23.42
Philippines,2021-04-19,31847,47.71
Philippines,2021-04-20,26207,39.26
Philippines,2021-04-21,27101,40.6
Philippines,2021-04-22,26811,40.17
Philippines,2021-04-23,26216,39.28
Philippines,2021-04-24,18765,28.11
Philippines,2021-04-25,13647,20.45
Philippines,2021-04-26,29360,43.99
Philippines,2021-04-27,26191,39.24
Philippines,2021-04-28,23917,35.83
Philippines,2021-04-29,23970,35.91
Philippines,2021-04-30,25010,37.47
Philippines,2021-05-01,15393,23.06
Philippines,2021-05-02,11869,17.78
Philippines,2021-05-03,26217,39.28
Philippines,2021-05-04,21608,32.37
Philippines,2021-05-05,19852,29.74
Philippines,2021-05-06,20883,31.29
Philippines,2021-05-07,23452,35.14
Philippines,2021-05-08,14828,22.22
Philippines,2021-05-09,10111,15.15
Philippines,2021-05-10,23314,34.93
Philippines,2021-05-11,18466,27.67
Philippines,2021-05-12,19066,28.57
Philippines,2021-05-13,14593,21.86
Philippines,2021-05-14,21107,31.62
Philippines,2021-05-15,13062,19.57
Philippines,2021-05-16,10021,15.01
Philippines,2021-05-17,22427,33.6
Philippines,2021-05-18,19709,29.53
Philippines,2021-05-19,18449,27.64
Philippines,2021-05-20,19293,28.91
Philippines,2021-05-21,19860,29.75
Philippines,2021-05-22,11957,17.91
Philippines,2021-05-23,7883,11.81
Philippines,2021-05-24,24022,35.99
Philippines,2021-05-25,19738,29.57
Philippines,2021-05-26,19429,29.11
Philippines,2021-05-27,20456,30.65
Philippines,2021-05-28,23343,34.97
Philippines,2021-05-29,14530,21.77
Philippines,2021-05-30,10345,15.5
Philippines,2021-05-31,25541,38.27
Philippines,2021-06-01,21559,32.3
Philippines,2021-06-02,18790,28.15
Philippines,2021-06-03,21039,31.52
Philippines,2021-06-04,22011,32.98
Philippines,2021-06-05,13714,20.55
Philippines,2021-06-06,11282,16.9
Philippines,2021-06-07,28889,43.28
Philippines,2021-06-08,22808,34.17
Philippines,2021-06-09,20668,30.97
Philippines,2021-06-10,21773,32.62
Philippines,2021-06-11,20830,31.21
Philippines,2021-06-12,13023,19.51
Philippines,2021-06-13,10703,16.04
Philippines,2021-06-14,25356,37.99
Philippines,2021-06-15,19184,28.74
Philippines,2021-06-16,17911,26.83
Philippines,2021-06-17,19703,29.52
Philippines,2021-06-18,17920,26.85
Philippines,2021-06-19,11019,16.51
Philippines,2021-06-20,7575,11.35
Philippines,2021-06-21,22740,34.07
Philippines,2021-06-22,18343,27.48
Philippines,2021-06-23,17625,26.41
Philippines,2021-06-24,17557,26.3
Philippines,2021-06-25,17922,26.85
Philippines,2021-06-26,11583,17.35
Philippines,2021-06-27,8993,13.47
Philippines,2021-06-28,21409,32.08
Philippines,2021-06-29,17745,26.59
Philippines,2021-06-30,17554,26.3
Philippines,2021-07-01,16456,24.65
Philippines,2021-07-02,17830,26.71
Philippines,2021-07-03,10831,16.23
Philippines,2021-07-04,8875,13.3
Philippines,2021-07-05,21069,31.57
Philippines,2021-07-06,15501,23.22
Philippines,2021-07-07,15514,23.24
Philippines,2021-07-08,16878,25.29
Philippines,2021-07-09,15651,23.45
Philippines,2021-07-10,10385,15.56
Philippines,2021-07-11,8242,12.35
Philippines,2021-07-12,19009,28.48
Philippines,2021-07-13,15659,23.46
Philippines,2021-07-14,16523,24.76
Philippines,2021-07-15,16459,24.66
Philippines,2021-07-16,18161,27.21
Philippines,2021-07-17,11803,17.68
Philippines,2021-07-18,8590,12.87
Philippines,2021-07-19,22234,33.31
Philippines,2021-07-20,13596,20.37
Philippines,2021-07-21,20580,30.83
Philippines,2021-07-22,18113,27.14
Philippines,2021-07-23,21277,31.88
Philippines,2021-07-24,12312,18.45
Philippines,2021-07-25,9321,13.96
Philippines,2021-07-26,26448,39.62
Philippines,2021-07-27,22781,34.13
Philippines,2021-07-28,22200,33.26
Philippines,2021-07-29,22734,34.06
Philippines,2021-07-30,28629,42.89
Philippines,2021-07-31,18835,28.22
Philippines,2021-08-01,14742,22.09
Philippines,2021-08-03,31440,47.1
Philippines,2021-08-04,31455,47.13
Philippines,2021-08-05,32303,48.4
Philippines,2021-08-07,25854,38.73
Philippines,2021-08-08,18001,26.97
Philippines,2021-08-14,31215,46.77
Philippines,2021-08-15,23009,34.47
Philippines,2021-08-22,23462,35.15
Philippines,2021-08-28,33020,49.47
Philippines,2021-08-29,16919,25.35
Philippines,2021-08-30,7259,10.88
Philippines,2021-08-31,61,0.09
Philippines,2021-09-01,70,0.1
Philippines,2021-09-02,16395,24.56
Philippines,2021-09-03,20085,30.09
Philippines,2021-09-04,20622,30.9
Philippines,2021-09-05,19951,29.89
Philippines,2021-09-06,22380,33.53
Philippines,2021-09-07,18001,26.97
Philippines,2021-09-08,17775,26.63
Philippines,2021-09-09,22734,34.06
Philippines,2021-09-10,17912,26.84
Philippines,2021-09-11,26238,39.31
Philippines,2021-09-12,21370,32.02
Philippines,2021-09-13,20684,30.99
Philippines,2021-09-14,18012,26.99
Philippines,2021-09-15,16909,25.33
Philippines,2021-09-16,21208,31.77
Philippines,2021-09-17,20277,30.38
Philippines,2021-09-18,23062,34.55
Philippines,2021-09-19,19201,28.77
Philippines,2021-09-20,18876,28.28
Philippines,2021-09-21,16272,24.38
Philippines,2021-09-22,15515,23.24
Philippines,2021-09-23,17327,25.96
Philippines,2021-09-24,18599,27.87
Philippines,2021-09-25,16835,25.22
Philippines,2021-09-26,20755,31.1
Philippines,2021-09-27,18319,27.45
Philippines,2021-09-28,13750,20.6
Philippines,2021-09-29,12753,19.11
Philippines,2021-09-30,14241,21.34
Philippines,2021-10-01,15466,23.17
Philippines,2021-10-02,14739,22.08
Philippines,2021-10-03,13166,19.73
Philippines,2021-10-04,10723,16.07
Philippines,2021-10-05,9034,13.53
Philippines,2021-10-06,9868,14.78
Philippines,2021-10-07,9964,14.93
Philippines,2021-10-08,10559,15.82
Philippines,2021-10-09,10963,16.42
Philippines,2021-10-10,12119,18.16
Philippines,2021-10-11,8235,12.34
Philippines,2021-10-12,8517,12.76
Philippines,2021-10-13,7123,10.67
Philippines,2021-10-14,7835,11.74
Philippines,2021-10-15,7505,11.24
Philippines,2021-10-16,7718,11.56
Philippines,2021-10-17,6888,10.32
Philippines,2021-10-18,6896,10.33
Philippines,2021-10-19,4474,6.7
Philippines,2021-10-20,3592,5.38
Philippines,2021-10-21,4806,7.2
Philippines,2021-10-22,5749,8.61
Philippines,2021-10-23,5784,8.67
Philippines,2021-10-24,5258,7.88
Philippines,2021-10-25,4377,6.56
Philippines,2021-10-26,4352,6.52
Philippines,2021-10-27,3166,4.74
Philippines,2021-10-28,3694,5.53
Philippines,2021-10-29,7397,11.08
Philippines,2021-10-30,3978,5.96
Philippines,2021-10-31,3392,5.08
Philippines,2021-11-01,3095,4.64
Philippines,2021-11-02,1954,2.93
Philippines,2021-11-03,1569,2.35
Philippines,2021-11-04,1766,2.65
Philippines,2021-11-05,2323,3.48
Philippines,2021-11-06,2643,3.96
Philippines,2021-11-07,2599,3.89
Philippines,2021-11-08,2078,3.11
Philippines,2021-11-09,1380,2.07
Philippines,2021-11-10,2609,3.91
Philippines,2021-11-11,1974,2.96
Philippines,2021-11-12,1835,2.75
Philippines,2021-11-13,2071,3.1
Philippines,2021-11-14,1810,2.71
Philippines,2021-11-15,1528,2.29
Philippines,2021-11-16,812,1.22
Philippines,2021-11-17,1152,1.73
Philippines,2021-11-18,1297,1.94
Philippines,2021-11-19,1272,1.91
Philippines,2021-11-20,1158,1.73
Philippines,2021-11-21,1686,2.53
Philippines,2021-11-22,798,1.2
Philippines,2021-11-23,1103,1.65
Philippines,2021-11-24,873,1.31
Philippines,2021-11-25,958,1.44
Philippines,2021-11-26,677,1.01
Philippines,2021-11-27,691,1.04
Philippines,2021-11-28,741,1.11
Philippines,2021-11-29,599,0.9
Philippines,2021-11-30,229,0.34
Philippines,2021-12-01,371,0.56
Philippines,2021-12-02,564,0.84
Philippines,2021-12-03,304,0.46
Philippines,2021-12-04,395,0.59
Philippines,2021-12-05,439,0.66
Philippines,2021-12-06,378,0.57
Philippines,2021-12-07,234,0.35
Philippines,2021-12-08,211,0.32
Philippines,2021-12-09,562,0.84
Philippines,2021-12-10,8,0.01
Philippines,2021-12-11,186,0.28
Philippines,2021-12-12,253,0.38
Philippines,2021-12-13,190,0.28
Philippines,2021-12-14,45,0.07
Philippines,2021-12-15,49,0.07
Philippines,2021-12-16,289,0.43
Philippines,2021-12-17,248,0.37
Philippines,2021-12-18,110,0.16
Philippines,2021-12-19,93,0.14
Philippines,2021-12-20,84,0.13
Philippines,2021-12-21,0,0.0
Philippines,2021-12-22,64,0.1
Philippines,2021-12-23,112,0.17
Philippines,2021-12-24,221,0.33
Philippines,2021-12-25,259,0.39
Philippines,2021-12-26,267,0.4
Philippines,2021-12-27,216,0.32
Philippines,2021-12-28,211,0.32
Philippines,2021-12-29,736,1.1
Philippines,2021-12-30,1381,2.07
Philippines,2021-12-31,2851,4.27
Philippines,2022-01-01,3462,5.19
Philippines,2022-01-02,4404,6.6
Philippines,2022-01-03,3950,5.92
Philippines,2022-01-04,5285,7.92
Philippines,2022-01-05,10727,16.07
Philippines,2022-01-06,17148,25.69
Philippines,2022-01-07,21572,32.32
Philippines,2022-01-08,26323,39.44
Philippines,2022-01-09,28621,42.88
Philippines,2022-01-10,33105,49.6
Philippines,2022-01-11,27922,41.83
Philippines,2022-01-12,32000,47.94
Philippines,2022-01-18,28380,42.52
Philippines,2022-01-19,22638,33.92
Philippines,2022-01-20,31034,46.5
Philippines,2022-01-21,32633,48.89
Philippines,2022-01-22,30416,45.57
Philippines,2022-01-23,29730,44.54
Philippines,2022-01-24,24851,37.23
Philippines,2022-01-25,17535,26.27
Philippines,2022-01-26,15752,23.6
Philippines,2022-01-27,18191,27.25
Philippines,2022-01-28,17967,26.92
Philippines,2022-01-29,17313,25.94
Philippines,2022-01-30,16929,25.36
Philippines,2022-01-31,14516,21.75
Philippines,2022-02-01,9465,14.18
Philippines,2022-02-02,7122,10.67
Philippines,2022-02-03,8702,13.04
Philippines,2022-02-04,8321,12.47
Philippines,2022-02-05,7425,11.12
Philippines,2022-02-06,8345,12.5
Philippines,2022-02-07,6507,9.75
Philippines,2022-02-08,3466,5.19
Philippines,2022-02-09,3475,5.21
Philippines,2022-02-10,3849,5.77
Philippines,2022-02-11,3727,5.58
Philippines,2022-02-12,3654,5.47
Philippines,2022-02-13,2982,4.47
Philippines,2022-02-14,2718,4.07
Philippines,2022-02-15,1996,2.99
Philippines,2022-02-16,2671,4.0
Philippines,2022-02-17,2196,3.29
Philippines,2022-02-18,2032,3.04
Philippines,2022-02-19,1666,2.5
Philippines,2022-02-20,1608,2.41
Philippines,2022-02-21,1166,1.75
Philippines,2022-02-22,910,1.36
Philippines,2022-02-23,1422,2.13
Philippines,2022-02-24,1745,2.61
Philippines,2022-02-25,1455,2.18
Philippines,2022-02-26,1214,1.82
Philippines,2022-02-27,1035,1.55
Philippines,2022-02-28,946,1.42
Philippines,2022-03-01,1062,1.59
Philippines,2022-03-02,862,1.29
Philippines,2022-03-03,978,1.47
Philippines,2022-03-04,843,1.26
Philippines,2022-03-05,935,1.4
Philippines,2022-03-06,863,1.29
Philippines,2022-03-07,733,1.1
Philippines,2022-03-08,80,0.12
Philippines,2022-03-09,0,0.0
Philippines,2022-03-10,592,0.89
Philippines,2022-03-11,582,0.87
Philippines,2022-03-12,653,0.98
Philippines,2022-03-13,564,0.84
Philippines,2022-03-14,554,0.83
Philippines,2022-03-15,383,0.57
Philippines,2022-03-16,387,0.58
Philippines,2022-03-17,598,0.9
Philippines,2022-03-18,531,0.8
Philippines,2022-03-19,517,0.77
Philippines,2022-03-20,570,0.85
Philippines,2022-03-21,414,0.62
Philippines,2022-03-22,284,0.43
Philippines,2022-03-23,402,0.6
Philippines,2022-03-24,442,0.66
Philippines,2022-03-25,407,0.61
Philippines,2022-03-26,433,0.65
Philippines,2022-03-27,328,0.49
Philippines,2022-03-28,381,0.57
Philippines,2022-03-29,242,0.36
Philippines,2022-03-30,181,0.27
Philippines,2022-03-31,0,0.0
Philippines,2022-04-01,348,0.52
Philippines,2022-04-02,368,0.55
Philippines,2022-04-03,666,1.0
Philippines,2022-04-04,268,0.4
Philippines,2022-04-05,222,0.33
Philippines,2022-04-06,258,0.39
Philippines,2022-04-07,268,0.4
Philippines,2022-04-08,285,0.43
Philippines,2022-04-09,298,0.45
Philippines,2022-04-10,272,0.41
Philippines,2022-04-11,270,0.4
Philippines,2022-04-12,200,0.3
Philippines,2022-04-13,226,0.34
Philippines,2022-04-14,271,0.41
Philippines,2022-04-15,267,0.4
Philippines,2022-04-16,219,0.33
Philippines,2022-04-17,194,0.29
Philippines,2022-04-18,168,0.25
Philippines,2022-04-19,155,0.23
Philippines,2022-04-20,358,0.54
Philippines,2022-04-21,129,0.19
Philippines,2022-04-22,225,0.34
Philippines,2022-04-23,202,0.3
Philippines,2022-04-24,200,0.3
Philippines,2022-04-25,211,0.32
Philippines,2022-04-26,121,0.18
Philippines,2022-04-27,192,0.29
Philippines,2022-04-28,187,0.28
Philippines,2022-04-29,182,0.27
Philippines,2022-04-30,233,0.35
Philippines,2022-05-01,251,0.38
Philippines,2022-05-02,186,0.28
Philippines,2022-05-03,133,0.2
Philippines,2022-05-04,158,0.24
Philippines,2022-05-05,168,0.25
Philippines,2022-05-06,150,0.22
Philippines,2022-05-07,173,0.26
Philippines,2022-05-08,149,0.22
Philippines,2022-05-09,178,0.27
Philippines,2022-05-10,126,0.19
Philippines,2022-05-11,109,0.16
Philippines,2022-05-12,139,0.21
Philippines,2022-05-13,179,0.27
Philippines,2022-05-14,171,0.26
Philippines,2022-05-15,203,0.3
Philippines,2022-05-16,158,0.24
Philippines,2022-05-17,110,0.16
Philippines,2022-05-18,103,0.15
Philippines,2022-05-19,195,0.29
Philippines,2022-05-20,210,0.31
Philippines,2022-05-21,245,0.37
Philippines,2022-05-22,191,0.29
Philippines,2022-05-23,191,0.29
Philippines,2022-05-24,149,0.22
Philippines,2022-05-25,176,0.26
Philippines,2022-05-26,199,0.3
Philippines,2022-05-27,200,0.3
Philippines,2022-05-28,198,0.3
Philippines,2022-05-29,200,0.3
Philippines,2022-05-30,194,0.29
Philippines,2022-05-31,133,0.2
Philippines,2022-06-01,126,0.19
Philippines,2022-06-02,182,0.27
Philippines,2022-06-03,225,0.34
Philippines,2022-06-04,213,0.32
Philippines,2022-06-05,218,0.33
Philippines,2022-06-06,179,0.27
Philippines,2022-06-07,168,0.25
Philippines,2022-06-08,192,0.29
Philippines,2022-06-09,252,0.38
Philippines,2022-06-10,0,0.0
Philippines,2022-06-11,578,0.87
Philippines,2022-06-12,308,0.46
Philippines,2022-06-13,386,0.58
Philippines,2022-06-14,257,0.39
Philippines,2022-06-15,239,0.36
Philippines,2022-06-16,425,0.64
Philippines,2022-06-17,0,0.0
Philippines,2022-06-18,1123,1.68
Philippines,2022-06-19,612,0.92
Philippines,2022-06-20,527,0.79
Philippines,2022-06-21,409,0.61
Philippines,2022-06-22,593,0.89
Philippines,2022-06-23,716,1.07
Philippines,2022-06-24,0,0.0
Philippines,2022-06-25,1519,2.28
Philippines,2022-06-26,848,1.27
Philippines,2022-06-27,867,1.3
Philippines,2022-06-28,576,0.86
Philippines,2022-06-29,779,1.17
Philippines,2022-06-30,1309,1.96
Philippines,2022-07-01,0,0.0
Philippines,2022-07-02,2541,3.81
Philippines,2022-07-03,1250,1.87
Philippines,2022-07-04,1115,1.67
Philippines,2022-07-05,757,1.13
Philippines,2022-07-06,1125,1.69
Philippines,2022-07-07,1936,2.9
Philippines,2022-07-08,0,0.0
Philippines,2022-07-09,3318,4.97
Philippines,2022-07-10,1945,2.91
Philippines,2022-07-11,1656,2.48
Philippines,2022-07-12,1360,2.04
Philippines,2022-07-13,1601,2.4
Philippines,2022-07-14,2371,3.55
Philippines,2022-07-15,0,0.0
Philippines,2022-07-16,5159,7.73
Philippines,2022-07-17,2557,3.83
Philippines,2022-07-18,2283,3.42
Philippines,2022-07-19,1705,2.55
Philippines,2022-07-20,2073,3.11
Philippines,2022-07-21,2828,4.24
Philippines,2022-07-22,0,0.0
Philippines,2022-07-23,6890,10.32
Philippines,2022-07-24,3748,5.62
Philippines,2022-07-25,2777,4.16
Philippines,2022-07-26,2359,3.53
Philippines,2022-07-27,2727,4.09
Philippines,2022-07-28,3858,5.78
Philippines,2022-07-29,0,0.0
Philippines,2022-07-30,8122,12.17
Philippines,2022-07-31,4157,6.23
Philippines,2022-08-01,3551,5.32
Philippines,2022-08-02,2646,3.96
Philippines,2022-08-03,3048,4.57
Philippines,2022-08-04,4439,6.65
Philippines,2022-08-05,0,0.0
Philippines,2022-08-06,9025,13.52
Philippines,2022-08-07,4619,6.92
Philippines,2022-08-08,4201,6.29
Philippines,2022-08-09,2617,3.92
Philippines,2022-08-10,3176,4.76
Philippines,2022-08-11,4533,6.79
Philippines,2022-08-12,0,0.0
Philippines,2022-08-13,9279,13.9
Philippines,2022-08-14,4179,6.26
Philippines,2022-08-15,3491,5.23
Philippines,2022-08-16,2622,3.93
Philippines,2022-08-17,2899,4.34
Philippines,2022-08-18,3758,5.63
Philippines,2022-08-19,0,0.0
Philippines,2022-08-20,7453,11.17
Philippines,2022-08-21,3600,5.39
Philippines,2022-08-22,3041,4.56
Philippines,2022-08-23,1652,2.48
Philippines,2022-08-24,3491,5.23
Philippines,2022-08-25,3126,4.68
Philippines,2022-08-26,0,0.0
Philippines,2022-08-27,5252,7.87
Philippines,2022-08-28,2214,3.32
Philippines,2022-08-29,2525,3.78
Philippines,2022-08-30,1609,2.41
Philippines,2022-08-31,1519,2.28
Philippines,2022-09-01,3767,5.64
Philippines,2022-09-02,0,0.0
Philippines,2022-09-03,5140,7.7
Philippines,2022-09-04,2274,3.41
Philippines,2022-09-05,2143,3.21
Philippines,2022-09-06,1277,1.91
Philippines,2022-09-07,1687,2.53
Philippines,2022-09-08,2404,3.6
Philippines,2022-09-09,7375,11.05
Philippines,2022-09-10,0,0.0
Philippines,2022-09-11,0,0.0
Philippines,2022-09-12,1941,2.91
Philippines,2022-09-13,1580,2.37
Philippines,2022-09-14,1709,2.56
Russia,2020-01-02,0,0.0
Russia,2020-01-03,0,0.0
Russia,2020-01-04,0,0.0
Russia,2020-01-05,0,0.0
Russia,2020-01-06,0,0.0
Russia,2020-01-07,0,0.0
Russia,2020-01-08,0,0.0
Russia,2020-01-09,0,0.0
Russia,2020-01-10,0,0.0
Russia,2020-01-11,0,0.0
Russia,2020-01-12,0,0.0
Russia,2020-01-13,0,0.0
Russia,2020-01-14,0,0.0
Russia,2020-01-15,0,0.0
Russia,2020-01-16,0,0.0
Russia,2020-01-17,0,0.0
Russia,2020-01-18,0,0.0
Russia,2020-01-19,0,0.0
Russia,2020-01-20,0,0.0
Russia,2020-01-21,0,0.0
Russia,2020-01-22,0,0.0
Russia,2020-01-23,0,0.0
Russia,2020-01-24,0,0.0
Russia,2020-01-25,0,0.0
Russia,2020-01-26,0,0.0
Russia,2020-01-27,0,0.0
Russia,2020-01-28,0,0.0
Russia,2020-01-29,0,0.0
Russia,2020-01-30,2,0.0
Russia,2020-01-31,0,0.0
Russia,2020-02-01,0,0.0
Russia,2020-02-02,0,0.0
Russia,2020-02-03,0,0.0
Russia,2020-02-04,0,0.0
Russia,2020-02-05,0,0.0
Russia,2020-02-06,0,0.0
Russia,2020-02-07,0,0.0
Russia,2020-02-08,0,0.0
Russia,2020-02-09,0,0.0
Russia,2020-02-10,0,0.0
Russia,2020-02-11,0,0.0
Russia,2020-02-12,0,0.0
Russia,2020-02-13,0,0.0
Russia,2020-02-14,0,0.0
Russia,2020-02-15,0,0.0
Russia,2020-02-16,0,0.0
Russia,2020-02-17,0,0.0
Russia,2020-02-18,0,0.0
Russia,2020-02-19,0,0.0
Russia,2020-02-20,0,0.0
Russia,2020-02-21,0,0.0
Russia,2020-02-22,0,0.0
Russia,2020-02-23,0,0.0
Russia,2020-02-24,0,0.0
Russia,2020-02-25,0,0.0
Russia,2020-02-26,0,0.0
Russia,2020-02-27,0,0.0
Russia,2020-02-28,0,0.0
Russia,2020-02-29,0,0.0
Russia,2020-03-01,0,0.0
Russia,2020-03-02,1,0.0
Russia,2020-03-03,0,0.0
Russia,2020-03-04,0,0.0
Russia,2020-03-05,1,0.0
Russia,2020-03-06,0,0.0
Russia,2020-03-07,3,0.0
Russia,2020-03-08,0,0.0
Russia,2020-03-09,0,0.0
Russia,2020-03-10,0,0.0
Russia,2020-03-11,13,0.01
Russia,2020-03-12,14,0.01
Russia,2020-03-13,0,0.0
Russia,2020-03-14,0,0.0
Russia,2020-03-15,0,0.0
Russia,2020-03-16,59,0.03
Russia,2020-03-17,0,0.0
Russia,2020-03-18,54,0.03
Russia,2020-03-19,52,0.03
Russia,2020-03-20,54,0.03
Russia,2020-03-21,53,0.03
Russia,2020-03-22,132,0.06
Russia,2020-03-23,128,0.06
Russia,2020-03-24,211,0.1
Russia,2020-03-25,334,0.16
Russia,2020-03-26,376,0.18
Russia,2020-03-27,409,0.2
Russia,2020-03-28,490,0.24
Russia,2020-03-29,568,0.28
Russia,2020-03-30,794,0.39
Russia,2020-03-31,937,0.46
Russia,2020-04-01,435,0.21
Russia,2020-04-02,1540,0.76
Russia,2020-04-03,1196,0.59
Russia,2020-04-04,1164,0.57
Russia,2020-04-05,1312,0.64
Russia,2020-04-06,1903,0.93
Russia,2020-04-07,2301,1.13
Russia,2020-04-08,3799,1.86
Russia,2020-04-09,3240,1.59
Russia,2020-04-10,3429,1.68
Russia,2020-04-11,3846,1.89
Russia,2020-04-12,4731,2.32
Russia,2020-04-13,5316,2.61
Russia,2020-04-14,6162,3.02
Russia,2020-04-15,6819,3.34
Russia,2020-04-16,7468,3.66
Russia,2020-04-17,8839,4.33
Russia,2020-04-18,10815,5.3
Russia,2020-04-19,10297,5.05
Russia,2020-04-20,9878,4.84
Russia,2020-04-21,10867,5.33
Russia,2020-04-22,9983,4.89
Russia,2020-04-23,10575,5.19
Russia,2020-04-24,11770,5.77
Russia,2020-04-25,12288,6.03
Russia,2020-04-26,12511,6.13
Russia,2020-04-27,12565,6.16
Russia,2020-04-28,12212,5.99
Russia,2020-04-29,12894,6.32
Russia,2020-04-30,14975,7.34
Russia,2020-05-01,17512,8.59
Russia,2020-05-02,20199,9.9
Russia,2020-05-03,21155,10.37
Russia,2020-05-04,20618,10.11
Russia,2020-05-05,20606,10.1
Russia,2020-05-06,21725,10.65
Russia,2020-05-07,21840,10.71
Russia,2020-05-08,21440,10.51
Russia,2020-05-09,21757,10.67
Russia,2020-05-10,22593,11.08
Russia,2020-05-11,22475,11.02
Russia,2020-05-12,20856,10.23
Russia,2020-05-13,19917,9.77
Russia,2020-05-14,20463,10.03
Russia,2020-05-15,19709,9.66
Russia,2020-05-16,18815,9.23
Russia,2020-05-17,18524,9.08
Russia,2020-05-18,18093,8.87
Russia,2020-05-19,17938,8.8
Russia,2020-05-20,17536,8.6
Russia,2020-05-21,17664,8.66
Russia,2020-05-22,18223,8.94
Russia,2020-05-23,17932,8.79
Russia,2020-05-24,17448,8.56
Russia,2020-05-25,17750,8.7
Russia,2020-05-26,17162,8.41
Russia,2020-05-27,16633,8.16
Russia,2020-05-28,16856,8.26
Russia,2020-05-29,17435,8.55
Russia,2020-05-30,18123,8.89
Russia,2020-05-31,18210,8.93
Russia,2020-06-01,17800,8.73
Russia,2020-06-02,17309,8.49
Russia,2020-06-03,17275,8.47
Russia,2020-06-04,17467,8.56
Russia,2020-06-05,17495,8.58
Russia,2020-06-06,17747,8.7
Russia,2020-06-07,17878,8.77
Russia,2020-06-08,17480,8.57
Russia,2020-06-09,16906,8.29
Russia,2020-06-10,17093,8.38
Russia,2020-06-11,17688,8.67
Russia,2020-06-12,17592,8.63
Russia,2020-06-13,17456,8.56
Russia,2020-06-14,16982,8.33
Russia,2020-06-15,16388,8.04
Russia,2020-06-16,16010,7.85
Russia,2020-06-17,15545,7.62
Russia,2020-06-18,15676,7.69
Russia,2020-06-19,15791,7.74
Russia,2020-06-20,15531,7.62
Russia,2020-06-21,15254,7.48
Russia,2020-06-22,14941,7.33
Russia,2020-06-23,14530,7.12
Russia,2020-06-24,14217,6.97
Russia,2020-06-25,13843,6.79
Russia,2020-06-26,13587,6.66
Russia,2020-06-27,13582,6.66
Russia,2020-06-28,13450,6.59
Russia,2020-06-29,13325,6.53
Russia,2020-06-30,13194,6.47
Russia,2020-07-01,13252,6.5
Russia,2020-07-02,13411,6.58
Russia,2020-07-03,13283,6.51
Russia,2020-07-04,13300,6.52
Russia,2020-07-05,13265,6.5
Russia,2020-07-06,12873,6.31
Russia,2020-07-07,12863,6.31
Russia,2020-07-08,12974,6.36
Russia,2020-07-09,13062,6.4
Russia,2020-07-10,13174,6.46
Russia,2020-07-11,13153,6.45
Russia,2020-07-12,13073,6.41
Russia,2020-07-13,12713,6.23
Russia,2020-07-14,12609,6.18
Russia,2020-07-15,12781,6.27
Russia,2020-07-16,12766,6.26
Russia,2020-07-17,12568,6.16
Russia,2020-07-18,12275,6.02
Russia,2020-07-19,11985,5.88
Russia,2020-07-20,11708,5.74
Russia,2020-07-21,11644,5.71
Russia,2020-07-22,11657,5.72
Russia,2020-07-23,11595,5.69
Russia,2020-07-24,11614,5.69
Russia,2020-07-25,11574,5.67
Russia,2020-07-26,11334,5.56
Russia,2020-07-27,10965,5.38
Russia,2020-07-28,10816,5.3
Russia,2020-07-29,10917,5.35
Russia,2020-07-30,10926,5.36
Russia,2020-07-31,10891,5.34
Russia,2020-08-01,10821,5.31
Russia,2020-08-02,10747,5.27
Russia,2020-08-03,10490,5.14
Russia,2020-08-04,10293,5.05
Russia,2020-08-05,10418,5.11
Russia,2020-08-06,10452,5.12
Russia,2020-08-07,10381,5.09
Russia,2020-08-08,10347,5.07
Russia,2020-08-09,10248,5.02
Russia,2020-08-10,10001,4.9
